pid,neighborhood,overall_qual,year_built,lot_area,gr_liv_area,total_bsmt_sf,full_bath,bedroom_abvgr,garage_cars,garage_type,kitchen_qual,bsmt_qual,saleprice,pricepersf
905103070,Sawyer,5,1967,11625,1052,1052.0,1,3,1.0,Attchd,TA,TA,113500,107.89
905105190,Sawyer,5,1967,7800,899,864.0,1,3,1.0,Attchd,Gd,TA,130000,144.61
905107310,Sawyer,6,1978,8014,1034,456.0,1,3,2.0,Basment,TA,Gd,149900,144.97
905108190,Sawyer,5,1982,7252,858,858.0,1,2,2.0,Detchd,TA,Gd,134900,157.23
905108220,Sawyer,5,1982,8740,860,840.0,1,2,2.0,Detchd,TA,TA,137000,159.3
905200220,Sawyer,5,1962,11616,1092,1092.0,1,3,1.0,Attchd,TA,TA,139000,127.29
905200260,Sawyer,5,1961,15400,1774,552.0,2,4,1.0,Attchd,TA,TA,165000,93.01
905200350,Sawyer,6,1960,15312,1138,1138.0,1,3,2.0,Attchd,TA,TA,148000,130.05
905225090,ClearCr,5,1956,15584,2071,825.0,1,4,1.0,Attchd,TA,TA,165000,79.67
905228050,Sawyer,2,1947,9000,660,0.0,1,2,0.0,,Fa,,63900,96.82
905229040,ClearCr,4,1957,11250,1788,1104.0,1,5,1.0,Attchd,TA,TA,161500,90.32
905325020,ClearCr,5,1968,25095,1473,1437.0,1,1,1.0,Attchd,Ex,TA,143000,97.08
905377010,Edwards,4,1956,17140,1229,1134.0,1,3,1.0,Attchd,TA,TA,135000,109.85
905377130,Edwards,4,1940,12342,861,861.0,1,1,2.0,Detchd,TA,TA,82500,95.82
905401100,ClearCr,5,1955,10708,1867,1617.0,1,2,1.0,Attchd,TA,TA,190000,101.77
905402060,Edwards,3,1955,13680,1733,0.0,2,4,2.0,Attchd,TA,,139600,80.55
905402070,Edwards,4,1954,15635,1383,0.0,1,2,2.0,Attchd,TA,,122000,88.21
905450020,Edwards,6,1956,9855,1689,1436.0,1,3,2.0,Attchd,TA,TA,127500,75.49
905451300,Edwards,5,1956,9571,1073,1073.0,1,2,1.0,Attchd,TA,TA,121500,113.23
905451340,Edwards,5,1958,9571,1276,1276.0,1,3,1.0,Attchd,TA,TA,60000,47.02
905452040,Edwards,6,1946,9350,1639,747.0,1,3,1.0,Detchd,Gd,TA,154400,94.2
905452050,Edwards,4,1941,9340,672,672.0,1,2,1.0,Attchd,,TA,113000,168.15
905475160,Edwards,5,1954,7440,1089,1089.0,1,3,1.0,Detchd,TA,Gd,125000,114.78
905475500,Edwards,4,1957,11500,845,0.0,1,3,1.0,Detchd,TA,,84000,99.41
905476230,Edwards,5,1984,4235,1049,1049.0,2,2,1.0,Attchd,Gd,Gd,139500,132.98
905478030,Edwards,5,1949,11409,1716,768.0,1,3,1.0,Attchd,TA,TA,131000,76.34
905480030,Edwards,6,1939,9060,1258,560.0,1,2,1.0,Detchd,TA,TA,105000,83.47
905480210,Edwards,4,1940,9084,1510,755.0,1,4,1.0,Detchd,TA,TA,108000,71.52
906201021,SawyerW,7,1990,10778,1061,1054.0,1,1,2.0,Attchd,Gd,Gd,162000,152.69
906201050,SawyerW,6,1983,19255,1338,520.0,1,2,2.0,Attchd,Gd,Gd,156500,116.97
906201130,SawyerW,8,1983,12327,2132,1496.0,1,1,2.0,BuiltIn,Gd,Gd,316600,148.5
906203120,SawyerW,7,1990,14684,2196,2158.0,2,3,3.0,Attchd,Gd,Gd,271900,123.82
906223060,SawyerW,7,1993,9317,1775,740.0,2,3,2.0,Attchd,Gd,Gd,213000,120.0
906223080,SawyerW,7,1993,10560,1879,1079.0,2,3,2.0,Attchd,Gd,Gd,239900,127.67
906223210,SawyerW,8,1995,9828,2020,1128.0,2,3,2.0,Attchd,Gd,Gd,239500,118.56
906226060,SawyerW,5,1880,26400,2016,0.0,1,4,2.0,Attchd,TA,,131000,64.98
906226070,SawyerW,5,1979,7018,1535,0.0,2,4,2.0,Attchd,TA,,118964,77.5
906226080,SawyerW,5,1979,7018,1224,1086.0,0,2,2.0,Detchd,TA,Gd,153337,125.28
906226090,SawyerW,5,1979,7018,2228,0.0,2,6,2.0,Detchd,TA,,147983,66.42
906226100,SawyerW,5,1979,7018,1535,0.0,2,4,2.0,Attchd,TA,,118858,77.43
906226110,SawyerW,5,1979,7018,1535,0.0,2,4,2.0,Attchd,TA,,118858,77.43
906226120,SawyerW,5,1979,7018,2240,0.0,2,6,2.0,Detchd,TA,,142953,63.82
906226130,SawyerW,5,1979,7040,1229,1094.0,0,2,2.0,Detchd,Gd,Gd,148325,120.69
906226140,SawyerW,5,1979,7007,1513,0.0,2,4,2.0,Attchd,TA,,113722,75.16
906230010,SawyerW,7,2000,11855,2787,1168.0,4,6,4.0,BuiltIn,TA,Ex,269500,96.7
906230020,SawyerW,7,2000,7939,2787,1168.0,4,6,4.0,BuiltIn,TA,Ex,269500,96.7
906230030,SawyerW,7,2000,7976,2787,1168.0,4,6,4.0,BuiltIn,TA,Ex,269500,96.7
906340100,CollgCr,9,2009,10933,1680,1555.0,1,1,3.0,Attchd,Ex,Ex,323262,192.42
906340110,CollgCr,8,2007,10637,1718,1705.0,2,3,3.0,Attchd,Gd,Ex,297000,172.88
906340120,CollgCr,8,2008,10226,1630,1622.0,2,3,3.0,Attchd,Ex,Ex,295493,181.28
906340130,CollgCr,9,2008,10816,1720,1720.0,2,3,3.0,Attchd,Ex,Ex,332000,193.02
906378110,CollgCr,8,2008,9178,1468,1468.0,2,3,3.0,Attchd,Gd,Gd,239900,163.42
906380050,CollgCr,8,2007,10769,1768,866.0,2,3,2.0,Attchd,Gd,Gd,212000,119.91
906380060,CollgCr,8,2007,11422,1838,1838.0,2,3,2.0,Attchd,Gd,Ex,272500,148.26
906380100,CollgCr,9,2007,11923,1800,1800.0,2,2,2.0,Attchd,Ex,Ex,239000,132.78
906380130,CollgCr,7,2006,8814,1604,1604.0,2,3,2.0,Attchd,Gd,Gd,220000,137.16
906380210,CollgCr,7,2007,6762,1290,1282.0,2,2,2.0,Attchd,Gd,Gd,200000,155.04
906380220,CollgCr,8,2008,10324,1254,1254.0,2,2,3.0,Attchd,Gd,Gd,221800,176.87
906392070,CollgCr,7,2007,7314,1232,1232.0,2,2,2.0,Attchd,Gd,Gd,194500,157.87
906392110,CollgCr,8,2005,11645,1498,1498.0,2,3,3.0,Attchd,Gd,Ex,237000,158.21
906392130,CollgCr,6,2005,11646,1422,704.0,2,3,2.0,Attchd,Gd,Gd,173000,121.66
906402060,SawyerW,7,1989,12800,1644,1518.0,2,2,2.0,Attchd,Gd,Gd,275000,167.27
906426210,ClearCr,7,1992,16698,1759,1449.0,2,3,2.0,Attchd,Gd,Gd,233500,132.75
906475070,ClearCr,5,1967,28698,2126,1013.0,2,3,2.0,Attchd,TA,TA,185000,87.02
907126010,CollgCr,5,1996,12464,1040,1040.0,1,3,2.0,Detchd,Gd,Gd,152000,146.15
907126050,CollgCr,5,1994,9757,990,990.0,1,3,1.0,Attchd,TA,TA,143000,144.44
907130100,CollgCr,6,1997,15426,1764,928.0,2,3,2.0,Attchd,Gd,Gd,231500,131.24
907131090,CollgCr,7,1996,10667,1661,799.0,2,3,2.0,Attchd,Gd,Gd,212000,127.63
907131190,CollgCr,7,1998,14753,1463,1463.0,2,3,2.0,Attchd,TA,Gd,207000,141.49
907135040,CollgCr,5,1994,10859,1097,1097.0,1,3,2.0,Attchd,TA,Gd,145000,132.18
907135170,CollgCr,5,1994,8072,990,990.0,1,3,2.0,Detchd,TA,Gd,138000,139.39
907175100,CollgCr,7,1998,10400,1779,866.0,2,3,2.0,Attchd,Gd,Gd,197900,111.24
907180130,CollgCr,7,1999,10335,1501,1490.0,2,3,2.0,Attchd,Gd,Gd,204000,135.91
907181100,CollgCr,7,1999,9017,1431,1431.0,2,3,2.0,Attchd,Gd,Gd,192000,134.17
907185050,CollgCr,6,1998,8750,1772,928.0,2,3,2.0,Attchd,TA,Gd,200000,112.87
907192030,CollgCr,7,2002,8935,1660,831.0,2,3,2.0,Attchd,Gd,Gd,195000,117.47
907192090,CollgCr,7,2002,9808,1573,1573.0,2,3,2.0,Attchd,Gd,Gd,227000,144.31
907194010,CollgCr,7,2001,12420,1840,944.0,2,3,2.0,Attchd,Gd,Gd,230000,125.0
907194110,CollgCr,7,2001,16285,1430,1413.0,2,3,2.0,Attchd,Gd,Gd,187100,130.84
907194160,CollgCr,7,2002,10739,1444,1431.0,2,3,2.0,Attchd,Gd,Gd,203000,140.58
907196060,CollgCr,7,2001,11166,1492,1492.0,2,3,2.0,Attchd,Gd,Gd,201000,134.72
907200230,CollgCr,5,1978,8430,1040,1040.0,2,3,0.0,,TA,Gd,124000,119.23
907201220,CollgCr,5,1978,16269,907,907.0,1,3,1.0,Attchd,,Gd,140000,154.36
907201280,CollgCr,5,1979,6950,914,914.0,1,2,2.0,Attchd,TA,TA,134900,147.59
907202050,CollgCr,5,1977,8800,1040,1040.0,2,3,2.0,Detchd,Gd,Gd,150500,144.71
907202080,CollgCr,5,1978,7000,864,864.0,1,3,1.0,Attchd,TA,TA,136500,157.99
907202130,CollgCr,5,1977,9286,1268,1268.0,1,3,1.0,Detchd,Gd,Gd,143500,113.17
907227030,CollgCr,5,1972,15523,864,864.0,1,3,1.0,Attchd,TA,TA,133500,154.51
907227080,CollgCr,5,1972,7200,894,894.0,1,2,2.0,Detchd,TA,TA,123000,137.58
907227110,CollgCr,5,1972,7200,768,768.0,1,2,1.0,Detchd,TA,Gd,133900,174.35
907227290,CollgCr,5,1972,8445,768,768.0,1,2,2.0,Detchd,TA,Gd,133000,173.18
907250070,CollgCr,7,2002,11664,1611,1569.0,2,3,3.0,Attchd,Gd,Gd,250000,155.18
907252060,CollgCr,8,2003,12334,2184,1068.0,2,4,2.0,BuiltIn,Gd,Gd,254750,116.64
907252210,CollgCr,8,2001,11838,1788,1753.0,2,3,2.0,Attchd,Ex,Gd,236500,132.27
907252220,CollgCr,8,2001,11885,1872,1299.0,2,3,2.0,BuiltIn,Ex,Gd,261500,139.69
907253130,CollgCr,9,2000,11050,2153,1440.0,2,3,3.0,Attchd,Ex,Ex,313000,145.38
907260030,CollgCr,7,2002,8749,1725,840.0,2,3,2.0,Attchd,Gd,Gd,198500,115.07
907265010,CollgCr,7,2001,11250,1870,944.0,2,3,2.0,Attchd,Gd,Gd,211000,112.83
907275010,CollgCr,8,1999,15750,1513,1462.0,2,2,2.0,Attchd,Gd,Gd,220000,145.41
907275090,CollgCr,7,1996,11883,1504,1504.0,2,3,2.0,Attchd,Gd,Gd,203000,134.97
907275140,CollgCr,8,2002,12782,1828,1822.0,2,3,2.0,Attchd,Gd,Ex,279500,152.9
907280170,CollgCr,7,1997,8750,1417,1417.0,2,3,2.0,Attchd,Gd,Gd,210000,148.2
907285020,CollgCr,7,1997,9375,2034,1057.0,2,3,2.0,Attchd,Gd,Gd,219500,107.92
907285050,CollgCr,7,1996,8750,1716,880.0,2,2,2.0,Attchd,Gd,Gd,191000,111.31
907290070,CollgCr,7,2001,9100,1212,1212.0,2,3,2.0,Attchd,Gd,Gd,178000,146.86
907290090,CollgCr,7,2000,9750,1630,1630.0,2,3,2.0,Attchd,Gd,Gd,213000,130.67
907290180,CollgCr,6,2003,4435,848,848.0,1,1,2.0,Attchd,Gd,Gd,144000,169.81
907290210,CollgCr,6,2003,4435,848,848.0,1,1,2.0,Attchd,Gd,Gd,140000,165.09
907410130,CollgCr,8,2007,10200,1602,1578.0,2,3,3.0,Attchd,Gd,Gd,293200,183.02
907412020,CollgCr,7,2004,9313,1728,864.0,2,3,2.0,Attchd,Gd,Gd,190000,109.95
907414020,CollgCr,7,2004,8487,1500,1500.0,2,3,2.0,Attchd,Gd,Gd,190000,126.67
907414080,CollgCr,6,2005,8633,1476,738.0,2,3,2.0,Attchd,Gd,Gd,173500,117.55
907420040,CollgCr,6,2007,11069,1396,608.0,2,3,2.0,BuiltIn,Gd,Gd,170000,121.78
908102050,Edwards,4,1949,8777,1126,0.0,2,2,2.0,Detchd,Gd,,108000,95.91
908102270,Edwards,5,1964,9937,1486,1486.0,1,3,2.0,Detchd,TA,TA,167000,112.38
908102290,Edwards,4,1938,8877,816,816.0,1,2,1.0,Detchd,TA,TA,100000,122.55
908128060,Edwards,7,2003,7301,1922,0.0,3,4,2.0,BuiltIn,Gd,,198500,103.28
908151050,Edwards,6,1977,7950,1426,690.0,1,3,2.0,Attchd,TA,TA,159500,111.85
908152035,Edwards,4,1960,10682,1149,1014.0,1,3,1.0,2Types,TA,TA,127000,110.53
908152100,Edwards,6,1976,7200,1125,1041.0,1,3,1.0,Detchd,TA,TA,125000,111.11
908154040,Edwards,9,2007,13286,1698,1698.0,2,3,3.0,Attchd,Ex,Ex,320000,188.46
908186080,Edwards,6,2005,3675,1072,547.0,1,2,2.0,Basment,TA,Gd,145500,135.73
908201040,Edwards,5,1947,9405,698,698.0,1,2,0.0,,TA,TA,118000,169.05
908203090,Edwards,4,1959,6410,876,876.0,1,3,1.0,Detchd,TA,TA,85000,97.03
908225290,Edwards,5,1950,11767,1368,1078.0,1,3,1.0,Attchd,TA,Fa,120000,87.72
908225370,Edwards,4,1945,8405,1529,0.0,2,4,1.0,Detchd,TA,,98000,64.09
908229020,Edwards,5,1922,4060,864,864.0,1,2,0.0,,TA,Fa,99900,115.62
908250030,Edwards,3,1952,10206,944,0.0,1,2,2.0,Detchd,Fa,,82000,86.86
908275040,Edwards,5,1959,10926,1678,1678.0,2,6,0.0,,TA,TA,119900,71.45
908275110,Edwards,5,1956,11767,1560,1150.0,1,2,1.0,Attchd,TA,TA,103500,66.35
908276150,Edwards,4,1956,8926,960,672.0,1,3,1.0,Basment,TA,TA,112000,116.67
909101010,Edwards,6,1920,12354,1196,684.0,1,3,2.0,Detchd,Gd,TA,110000,91.97
909101100,Edwards,5,1941,8212,1298,720.0,1,3,1.0,Detchd,TA,TA,122000,93.99
909101140,Edwards,5,1941,10998,1604,984.0,2,3,2.0,Detchd,TA,TA,117000,72.94
909129090,SWISU,5,1938,6300,1268,832.0,1,3,1.0,Basment,TA,TA,160000,126.18
909129100,SWISU,5,1932,4500,1520,793.0,1,3,1.0,Detchd,TA,TA,159434,104.89
909175080,SWISU,2,1920,8400,438,290.0,1,1,1.0,Detchd,Fa,TA,60000,136.99
909178160,SWISU,6,1940,9900,1489,778.0,2,3,1.0,Detchd,TA,TA,139500,93.69
909179020,SWISU,7,1920,15863,3082,824.0,2,5,2.0,Basment,TA,TA,197000,63.92
909250080,SWISU,6,1935,5707,1242,583.0,1,3,1.0,Detchd,TA,TA,105000,84.54
909250220,SWISU,4,1928,7804,1981,1122.0,2,4,2.0,Detchd,Gd,TA,135000,68.15
909251050,Crawfor,6,1916,8574,1232,816.0,1,3,2.0,Detchd,Gd,TA,147500,119.72
909251170,SWISU,6,1925,6171,1608,976.0,2,3,1.0,Detchd,Gd,TA,137450,85.48
909252020,SWISU,7,1936,7200,1135,560.0,1,3,2.0,Detchd,Gd,Gd,155000,136.56
909253010,Crawfor,6,1928,7558,1913,896.0,1,3,2.0,Detchd,TA,TA,177000,92.52
909253180,SWISU,7,1928,6292,1477,861.0,2,3,1.0,Detchd,TA,TA,145000,98.17
909254010,Crawfor,7,1918,7155,1228,600.0,1,3,1.0,Detchd,TA,TA,137000,111.56
909257050,Crawfor,7,1926,10918,2080,1276.0,1,3,1.0,Detchd,Gd,Gd,234000,112.5
909275080,Crawfor,5,1940,13680,1567,840.0,1,2,2.0,Detchd,TA,TA,205000,130.82
909276110,Crawfor,6,1942,7500,1494,771.0,1,3,1.0,Attchd,Gd,TA,177500,118.81
909276200,Crawfor,5,1940,9600,1308,728.0,1,2,1.0,Detchd,TA,TA,160000,122.32
909277090,Crawfor,5,1960,14680,1273,1273.0,1,2,1.0,Attchd,TA,TA,155000,121.76
909277100,Crawfor,5,1921,13360,964,876.0,1,2,2.0,Detchd,TA,Gd,163500,169.61
909278020,Crawfor,5,1921,7681,1343,731.0,1,3,1.0,Detchd,TA,TA,154900,115.34
909279010,Crawfor,7,1940,8145,2480,920.0,2,5,2.0,Detchd,TA,TA,205000,82.66
909282130,Crawfor,5,1954,9100,1112,1112.0,1,2,1.0,Attchd,TA,TA,144800,130.22
909425060,Crawfor,7,1941,12000,1564,704.0,1,3,1.0,Attchd,Fa,TA,174500,111.57
909425130,Crawfor,6,1960,13339,1561,1561.0,2,3,2.0,Attchd,TA,TA,193000,123.64
909426090,Crawfor,5,1949,15600,1523,1067.0,2,3,1.0,Attchd,Fa,TA,158000,103.74
909427200,Crawfor,6,1950,14000,1152,1092.0,1,3,1.0,Attchd,Gd,TA,158500,137.59
909428240,Crawfor,6,1954,17500,1906,1310.0,1,3,2.0,Basment,TA,TA,224000,117.52
909451040,Blueste,6,1980,1733,1032,516.0,1,2,2.0,Detchd,TA,TA,115000,111.43
909451100,Blueste,6,1980,1488,1229,561.0,1,2,2.0,Attchd,Gd,Gd,137000,111.47
909451140,Blueste,6,1980,1612,1229,561.0,1,2,2.0,Attchd,TA,Gd,121000,98.45
909451180,Blueste,6,1980,1300,1229,561.0,1,2,2.0,Attchd,TA,Gd,124000,100.9
909452050,Crawfor,6,1986,13607,1982,572.0,2,3,2.0,BuiltIn,TA,TA,208000,104.94
909475040,Crawfor,7,1971,17597,2365,1803.0,2,3,2.0,Attchd,Ex,Gd,315000,133.19
909475300,Crawfor,6,1988,21695,1680,880.0,2,3,2.0,Attchd,Gd,Gd,222000,132.14
910202070,IDOTRR,5,1920,10690,1344,672.0,1,3,1.0,Detchd,TA,TA,147000,109.38
910204050,IDOTRR,5,1900,8660,2168,760.0,2,5,2.0,Detchd,Gd,TA,123000,56.73
910205020,IDOTRR,5,1920,6402,1192,596.0,1,3,1.0,Detchd,TA,TA,78000,65.44
911103050,IDOTRR,3,1915,8470,1526,1013.0,1,2,0.0,,Fa,TA,85000,55.7
911104060,IDOTRR,4,1925,10200,572,572.0,1,2,1.0,Detchd,TA,TA,75000,131.12
911370500,Crawfor,8,2007,3843,1648,1596.0,2,2,2.0,Attchd,Ex,Ex,230000,139.56
912251110,IDOTRR,2,1910,21780,810,0.0,1,1,1.0,Detchd,TA,,57625,71.14
914465020,Mitchel,8,2000,10125,2052,1107.0,2,3,3.0,BuiltIn,Gd,Gd,251000,122.32
914465040,Mitchel,7,2003,12822,2149,1434.0,1,1,2.0,Attchd,Gd,Ex,239686,111.53
914465055,Mitchel,7,2004,12118,1710,1710.0,2,3,2.0,Attchd,Gd,Ex,240000,140.35
914474070,Mitchel,6,2001,12209,1961,804.0,2,3,2.0,BuiltIn,Gd,Ex,215000,109.64
914475010,Mitchel,6,1977,9750,926,902.0,1,2,1.0,Attchd,TA,TA,156450,168.95
914475030,Mitchel,6,1977,9360,1287,957.0,1,2,2.0,Attchd,TA,Gd,173000,134.42
914476020,Mitchel,5,1977,10125,1734,0.0,2,4,2.0,Attchd,Gd,,126000,72.66
914476380,Mitchel,7,1990,9947,1217,1188.0,2,3,2.0,Attchd,Gd,Gd,173000,142.15
914476430,Mitchel,5,1991,11070,1595,1582.0,2,2,2.0,Detchd,TA,Gd,152000,95.3
916176030,Timber,6,1958,14375,1344,819.0,1,3,2.0,Basment,Gd,TA,137500,102.31
916176125,Timber,7,1965,215245,2036,2136.0,2,3,2.0,Attchd,TA,Gd,375000,184.18
916380070,Timber,9,2007,12898,1620,1620.0,2,2,3.0,Attchd,Ex,Ex,315500,194.75
916382010,Timber,7,2009,13159,1692,846.0,2,3,2.0,Attchd,Gd,Ex,224500,132.68
916382100,Timber,9,2008,13438,2036,2190.0,2,3,3.0,Attchd,Ex,Ex,410000,201.38
916382110,Timber,9,2008,14463,1641,1641.0,2,3,3.0,Attchd,Ex,Ex,316500,192.87
916386140,Timber,8,2007,8925,1466,1466.0,2,3,3.0,Attchd,Gd,Gd,201000,137.11
916403010,Timber,6,1988,11457,1412,1392.0,2,3,2.0,Attchd,Gd,Gd,175000,123.94
916403200,Timber,6,1980,9839,2237,712.0,2,3,2.0,BuiltIn,,Gd,204000,91.19
916403250,Timber,7,1987,14419,1479,1645.0,2,3,2.0,Attchd,Gd,Gd,213500,144.35
916455070,Timber,8,2001,6853,1296,1267.0,2,2,2.0,Attchd,Gd,Ex,220000,169.75
916460110,Timber,7,2003,9157,2014,912.0,2,3,2.0,Attchd,Gd,Gd,170000,84.41
916475040,Timber,9,2006,14601,1838,1838.0,2,2,3.0,Attchd,Ex,Ex,315000,171.38
921128050,Timber,9,2007,12633,1978,1978.0,2,2,3.0,Attchd,Ex,Ex,425000,214.86
923201100,Mitchel,5,1968,12518,1008,1008.0,1,3,1.0,Attchd,Gd,TA,139500,138.39
923202060,Mitchel,5,1960,21750,1771,0.0,1,3,2.0,Attchd,TA,,115000,64.94
923203110,Mitchel,6,1998,4500,1204,1204.0,2,2,2.0,Attchd,TA,Ex,162000,134.55
923203190,Mitchel,6,1999,4500,1224,1224.0,2,2,2.0,Attchd,TA,Ex,165000,134.8
923225360,MeadowV,4,1973,1596,988,462.0,1,2,1.0,BuiltIn,TA,Gd,91000,92.11
923225490,Mitchel,5,1968,9858,874,864.0,1,3,1.0,Attchd,TA,TA,130000,148.74
923226270,MeadowV,4,1970,1526,630,630.0,1,1,1.0,Attchd,Gd,Gd,86000,136.51
923227080,Mitchel,5,1969,13383,1404,1188.0,2,3,2.0,Attchd,TA,TA,160000,113.96
923228110,MeadowV,4,1970,1477,630,630.0,1,1,1.0,Attchd,TA,Gd,80000,126.98
923228150,MeadowV,4,1970,1533,1344,546.0,1,3,0.0,,TA,TA,97000,72.17
923228230,MeadowV,4,1970,2217,1092,546.0,1,3,1.0,Attchd,TA,TA,88000,80.59
923230200,Mitchel,5,1972,7689,796,796.0,1,2,1.0,Detchd,TA,Gd,131900,165.7
923252075,Mitchel,6,1993,7706,1091,384.0,1,2,1.0,Attchd,TA,Gd,131250,120.3
923275040,Mitchel,5,1978,9101,1110,1097.0,1,1,2.0,Attchd,Gd,Gd,165500,149.1
923275140,Mitchel,5,1985,8780,833,833.0,1,3,0.0,,TA,TA,112000,134.45
923276260,Mitchel,5,1992,7669,883,828.0,1,2,2.0,Detchd,TA,Gd,149000,168.74
923400025,Mitchel,5,1993,14115,1362,796.0,1,1,2.0,Attchd,TA,Gd,143000,104.99
923400110,Mitchel,5,1992,10429,1287,624.0,1,3,2.0,Detchd,TA,Gd,130000,101.01
924100040,Mitchel,6,1977,9819,1567,1567.0,2,2,2.0,Attchd,Gd,TA,196000,125.08
924100060,Mitchel,5,1969,10457,1632,784.0,1,4,2.0,Attchd,TA,TA,173000,106.0
526351030,NAmes,6,1958,11029,1414,1184.0,1,3,2.0,Attchd,TA,Gd,176500,124.82
526353050,NAmes,6,1970,12925,2117,1205.0,2,4,2.0,Attchd,TA,TA,237500,112.19
526354070,NAmes,6,1969,11075,2112,952.0,2,4,2.0,Attchd,TA,Fa,206900,97.96
527105050,Gilbert,6,1997,8702,1604,926.0,2,3,2.0,Attchd,TA,TA,187500,116.9
527106050,Gilbert,6,1995,8139,1470,680.0,2,3,2.0,BuiltIn,TA,Gd,165000,112.24
527106140,Gilbert,6,1998,9535,1604,926.0,2,3,2.0,Attchd,TA,Gd,195500,121.88
527106150,Gilbert,6,1998,9042,1638,943.0,2,3,2.0,Attchd,TA,Gd,192000,117.22
527107010,Gilbert,6,1996,15038,1636,916.0,2,3,2.0,Attchd,TA,Gd,173000,105.75
527107090,Gilbert,5,1996,14137,1384,1348.0,2,3,2.0,Attchd,Gd,Gd,177900,128.54
527107210,Gilbert,7,1996,21872,1446,729.0,2,3,2.0,Attchd,TA,Gd,175000,121.02
527127140,StoneBr,8,2001,4923,1593,1593.0,1,0,2.0,Attchd,Ex,Ex,286000,179.54
527131110,StoneBr,8,1997,6264,1682,1664.0,1,1,2.0,Attchd,Gd,Ex,247900,147.38
527140090,StoneBr,8,1993,5395,1337,1337.0,2,2,2.0,Attchd,Gd,Gd,180000,134.63
527145090,StoneBr,8,1992,5070,1280,1280.0,2,2,2.0,Attchd,Gd,Gd,180000,140.62
527161010,Gilbert,6,1997,10839,1604,926.0,2,3,2.0,Attchd,TA,Gd,181000,112.84
527162180,Gilbert,6,1998,11184,1633,932.0,2,3,2.0,Attchd,TA,Gd,183000,112.06
527163100,Gilbert,6,1995,8000,1658,773.0,2,3,2.0,Attchd,TA,Gd,188000,113.39
527164120,Gilbert,7,1994,10832,1895,712.0,2,3,2.0,Attchd,Gd,Gd,194500,102.64
527165010,Gilbert,6,1991,14067,1709,836.0,2,3,2.0,Attchd,Gd,Gd,185000,108.25
527183030,StoneBr,8,1988,4671,1228,1228.0,2,2,2.0,Attchd,Gd,Gd,189000,153.91
527183060,StoneBr,8,1989,5950,1337,1337.0,2,2,2.0,Attchd,Gd,Gd,188500,140.99
527208010,StoneBr,8,2005,13543,2500,1168.0,3,5,3.0,BuiltIn,Ex,Ex,355000,142.0
527212050,StoneBr,9,2005,11198,2504,1122.0,2,4,3.0,BuiltIn,Ex,Gd,325000,129.79
527214030,StoneBr,9,2004,15401,1884,1884.0,2,2,3.0,Attchd,Ex,Ex,387000,205.41
527226020,Gilbert,6,1952,31220,1474,1632.0,1,3,2.0,Attchd,TA,TA,115000,78.02
527252080,StoneBr,9,2007,8118,1710,1710.0,2,2,2.0,Attchd,Ex,Ex,334000,195.32
527276040,Gilbert,6,1950,47280,1488,1488.0,2,3,2.0,Attchd,TA,TA,133000,89.38
527301170,NWAmes,7,1986,20544,2093,791.0,2,3,2.0,Attchd,TA,Gd,215000,102.72
527301245,NWAmes,7,1988,12680,1688,1675.0,2,2,2.0,Attchd,Ex,Gd,226500,134.18
527302050,NWAmes,6,1981,12090,1422,1422.0,2,3,2.0,Attchd,Gd,Gd,175500,123.42
527302070,NWAmes,7,1983,10825,1260,1260.0,2,3,2.0,Attchd,TA,Gd,181900,144.37
527302185,NWAmes,7,1978,18559,2064,2048.0,2,3,2.0,Attchd,Gd,Gd,235000,113.86
527302210,NWAmes,7,1979,14450,1782,1782.0,2,3,2.0,Attchd,Gd,Gd,220000,123.46
527325070,NWAmes,6,1977,12227,2872,1330.0,2,4,2.0,Attchd,TA,Gd,272000,94.71
527325240,NWAmes,6,1976,13068,1211,1211.0,2,3,2.0,Attchd,Gd,Gd,161000,132.95
527326130,NWAmes,5,1977,15611,1126,1126.0,2,3,2.0,Attchd,Ex,Gd,175000,155.42
527354160,NWAmes,7,1980,10400,2044,738.0,2,3,2.0,Attchd,TA,Gd,185000,90.51
527357110,NWAmes,5,1969,9743,1308,720.0,1,3,2.0,Detchd,TA,TA,146900,112.31
527357180,NWAmes,7,1978,12511,2840,1420.0,2,4,4.0,Attchd,Gd,Gd,292500,102.99
527358120,NWAmes,6,1976,11361,1523,1193.0,2,3,2.0,Attchd,TA,Gd,180000,118.19
527359030,NWAmes,6,1976,10400,1444,1444.0,2,2,2.0,Attchd,TA,TA,159900,110.73
527359070,NWAmes,7,1976,10480,1964,803.0,2,4,2.0,Attchd,TA,TA,205000,104.38
527378020,NWAmes,5,1973,10000,1178,1176.0,1,3,2.0,Attchd,Gd,Gd,157000,133.28
527380240,NWAmes,8,1996,14311,2340,1236.0,2,4,3.0,Attchd,Gd,Gd,306000,130.77
527401130,NAmes,5,1974,9000,1792,896.0,2,4,2.0,Detchd,TA,Gd,133000,74.22
527402060,NAmes,6,1969,9750,1054,1054.0,1,3,2.0,Attchd,TA,Gd,151000,143.26
527402130,NAmes,4,1969,10295,936,936.0,1,2,1.0,Attchd,TA,Gd,111900,119.55
527403360,NAmes,5,1971,7560,864,864.0,1,3,2.0,Detchd,TA,Gd,123000,142.36
527425035,NAmes,4,1972,12735,864,864.0,1,3,2.0,Detchd,TA,TA,111250,128.76
