customer_id,engagement_score,billing_stability,tenure_months,avg_session_seconds,monthly_spend_usd,support_tickets_90d,late_payments_12m,marketing_emails_opened_30d,region,plan_type,primary_device,churned_next_month
323,72.48281371394685,0.3483803571534392,23,281,102.05520761956971,0,1,5,Midwest,Basic,Mobile,1.0
1556,49.97070277586283,0.5353055604818782,39,217,60.50268567973543,2,1,3,South,Standard,Tablet,0.0
1365,67.81406550287491,,8,369,47.171413014910186,3,0,1,South,Standard,Desktop,
1188,51.736104236104595,1.164498318106977,17,219,62.148296660483695,0,1,1,Northeast,Standard,Mobile,0.0
2132,85.0885702648462,0.6840191954290471,39,329,125.29472222970679,1,1,6,Northeast,Standard,Mobile,0.0
1764,59.03887961110287,0.5918594633973254,45,402,,1,1,3,Northeast,Standard,Mobile,0.0
1458,69.85054753732778,,26,183,44.61255564711918,0,0,2,South,Basic,Desktop,0.0
1857,35.432478692249276,0.5555020884419614,15,141,55.41252524779262,1,2,3,West,Standard,Mobile,0.0
653,61.94168556238866,0.7599372922178351,38,242,61.478127323749845,2,1,4,Midwest,Basic,Mobile,0.0
730,33.25285147714141,0.40432662488592075,15,20,,2,1,2,West,Basic,Tablet,1.0
2073,36.94894229936916,0.6470112518468772,22,110,49.18028544185648,4,1,5,South,Standard,Tablet,0.0
2542,58.34259307465175,0.5250292726307578,11,255,33.89106832933218,3,0,2,Mountain,Standard,Desktop,1.0
437,58.660457584193026,0.36191594009968764,16,266,,3,1,3,Midwest,Standard,Mobile,0.0
1465,40.66414000088709,0.8898455171445279,19,219,42.70457881432863,0,0,1,Midwest,Pro,Desktop,1.0
2618,60.15673345013975,0.3747995133893424,33,415,46.52858036746285,1,2,0,South,Basic,Mobile,0.0
2001,86.77215834039188,0.6412034785326828,24,307,105.47100568189839,2,1,10,Northeast,Basic,Mobile,0.0
427,27.692539365677476,1.234366615410093,17,143,61.76032212756822,1,3,3,West,Basic,Desktop,1.0
886,62.583126224062326,,27,309,66.53503946862043,2,0,6,Midwest,Pro,Desktop,1.0
2451,56.92820122442409,0.45701048951754575,28,297,,0,0,3,Midwest,Standard,Desktop,
233,62.52736738033256,0.7560880438544343,30,350,71.1028622659118,2,1,3,South,Pro,Mobile,1.0
1337,64.63309424029065,0.11323646331998502,19,316,,2,1,0,South,Basic,Tablet,
660,71.92807273795344,0.5107946345108949,36,355,54.78688566243839,2,1,1,South,Basic,Desktop,0.0
897,46.28306470720685,0.8959845413096956,15,66,,1,1,3,Mountain,Basic,Desktop,1.0
1888,38.313238755027946,1.092634601798547,13,142,53.10720211008637,2,2,1,Mountain,Standard,Desktop,1.0
1098,85.6359987707614,0.5902111249981572,38,291,,2,0,4,Northeast,Basic,Mobile,1.0
1272,54.81188047231806,0.49384315470791185,18,318,63.337198565780966,1,2,3,South,Standard,Mobile,0.0
1624,30.70825983361063,0.717012990275532,5,246,67.12487038898513,2,2,2,Mountain,Standard,Mobile,1.0
2973,59.88935444673098,0.5439738747441941,25,440,46.44278999791945,1,1,5,Mountain,Basic,Tablet,1.0
1630,77.49890528678681,0.633821783741509,43,195,103.62293330404955,1,1,1,South,Pro,Mobile,1.0
2951,58.46087401666695,0.9030380051720276,36,248,38.20092677259124,1,0,1,Midwest,Standard,Mobile,0.0
1415,54.010512192121524,0.8194794152952816,20,218,53.38319746544505,1,1,6,Mountain,Pro,Mobile,
1503,71.03959473840081,0.484703538744553,37,299,76.89113490460178,1,1,4,South,Basic,Mobile,0.0
998,58.7656516372192,0.5518118045117016,39,249,65.78481676154921,1,1,5,Midwest,Basic,Mobile,0.0
2655,50.9430281209096,0.32682568931364486,27,274,39.558609892698776,3,0,2,Midwest,Pro,Mobile,1.0
2682,58.18079035914175,0.4339722591295632,29,316,60.95103520848836,0,0,3,Midwest,Basic,Mobile,0.0
273,68.8145489223119,0.8452520709375431,32,296,77.19730543086743,1,1,2,South,Basic,Mobile,0.0
2900,51.549100313470696,0.4816738820405532,25,125,41.64688858525759,2,0,4,Midwest,Basic,Tablet,1.0
1446,88.04003154115509,0.7143142878436182,39,518,112.13604164798701,2,1,2,Northeast,Basic,Desktop,1.0
2483,46.49811507316579,0.5062826253595852,19,328,46.25522787401969,1,0,4,Midwest,Standard,Mobile,0.0
2159,63.866328303547526,0.23370139216264524,22,291,49.39825852245248,3,1,3,Mountain,Pro,Mobile,0.0
2218,36.04263703187296,0.8027868724979228,9,32,62.23219512158835,0,2,1,Mountain,Basic,Mobile,0.0
1757,61.44117901474726,0.2432265701792234,12,426,54.031696495590424,0,1,3,Midwest,Basic,Desktop,1.0
2491,47.26980281931857,0.7907625623974043,2,227,60.403409362535484,1,1,2,Mountain,Pro,Desktop,0.0
1171,65.63606034847437,0.9835568858710374,36,473,,2,0,4,South,Pro,Mobile,1.0
1521,66.98150227411169,0.7684378141831829,23,92,36.4370725300424,2,1,2,Midwest,Pro,Desktop,1.0
2502,27.05254089169875,1.019299083302749,14,56,66.95256271036547,2,3,5,West,Standard,Mobile,1.0
2332,35.88722899722863,0.7340270907973766,4,54,65.38693588316819,3,2,0,West,Pro,Desktop,0.0
2355,77.16221752843352,0.6952603439403594,28,351,121.79400018358515,2,1,3,South,Standard,Desktop,0.0
357,77.99983517074932,0.43324891186457704,37,449,125.9205448433735,1,1,1,Northeast,Basic,Mobile,0.0
1317,56.88604237119793,0.23723132577718198,18,338,47.89304100380888,2,0,3,South,Standard,Tablet,1.0
1012,65.68752468207106,0.40400749456047524,27,310,24.167694643425584,0,1,0,South,Standard,Desktop,0.0
1245,59.81063272199055,0.4008737878690595,11,410,34.11708199247547,2,1,4,Mountain,Basic,Desktop,
1931,66.34386813809466,1.1717539508986137,44,259,59.87533567487351,2,2,2,South,Pro,,0.0
2442,67.01421586581907,,25,346,45.245087818790516,0,0,3,South,Basic,Desktop,0.0
670,75.1442376975776,0.3703214495786465,16,244,77.24764958043386,0,1,2,Northeast,Basic,Desktop,1.0
360,55.51438984237949,0.8561611961884251,30,232,49.235067150773034,3,0,1,Midwest,Pro,Desktop,0.0
2153,48.68040985226678,0.8057504102865933,48,311,,2,0,5,Midwest,Basic,Tablet,
1515,22.621872293388904,,4,117,86.30179258305947,1,3,3,West,Standard,Desktop,0.0
927,57.348374950458975,0.6827835679685391,44,237,45.560635692452934,0,0,3,Northeast,Standard,Desktop,0.0
1486,45.84376762991052,0.4618849247134347,10,134,36.727682599546426,1,1,1,Mountain,Basic,Tablet,0.0
2578,50.79229208261618,0.7989101733083618,11,244,56.95188011811493,1,2,1,Mountain,Pro,Mobile,0.0
1620,69.08114298726504,0.5634400333097852,24,366,73.58348217174138,1,2,4,Northeast,Standard,Desktop,1.0
1535,52.39378618393836,0.37052944158229173,27,150,36.57762420597566,1,0,5,Midwest,Standard,Mobile,1.0
1755,36.983900825450775,0.8851679054532451,18,32,61.03435609865577,0,2,0,Mountain,Pro,Mobile,0.0
510,59.46655141123418,0.806658194382627,14,300,48.233355395767866,2,0,1,Mountain,Basic,Mobile,0.0
116,39.06731793861498,0.47651076998168285,6,262,74.99409357493725,1,1,0,West,Standard,Desktop,0.0
2489,54.35227295902217,0.6621479505267831,21,28,42.50659204667068,2,1,2,Midwest,Basic,Desktop,0.0
2161,74.65396752721367,0.20128503954401483,41,303,96.84213236927957,1,0,5,South,Basic,Mobile,0.0
192,82.16870346113664,0.6846869738630189,48,346,108.3246955825031,1,1,2,South,Basic,,0.0
2456,53.81736018743741,0.49670185537726963,18,265,41.3643859387877,2,0,3,South,Standard,Mobile,0.0
743,29.218950482817803,0.4268886648953481,0,202,62.11857932832809,2,1,2,West,Basic,Mobile,1.0
724,43.42431450356066,0.7101593941686226,6,214,46.4618407496359,0,0,0,Mountain,Standard,Desktop,0.0
2597,93.90058295894889,0.6854355594654931,43,455,156.1731942617466,0,0,4,Northeast,Standard,Mobile,0.0
1316,83.01896594001128,0.3437031817757932,30,364,79.83380059597783,3,0,1,Northeast,Basic,Desktop,1.0
2717,66.44696505525738,0.45730682002741524,28,269,72.26647516661104,2,2,2,South,Basic,Desktop,
2741,53.6709312118946,0.8004303931622709,34,332,52.25585700892749,0,1,4,Midwest,Standard,Desktop,
1482,57.486404914785126,0.5588867066977291,29,153,50.555449966442204,1,0,3,Midwest,Basic,Mobile,0.0
214,53.552817232499976,0.892688643231911,21,228,68.0373652126244,1,1,1,Mountain,Pro,Tablet,1.0
378,69.12547283526706,0.5881156718700211,26,174,34.36679210874915,2,0,2,South,Basic,Desktop,1.0
248,71.89962869903225,0.7888535416063349,33,184,50.00811405526217,2,1,6,South,Pro,Mobile,0.0
687,45.725546772733935,0.5160757783190546,10,296,53.15260380912436,2,0,2,Mountain,Standard,Mobile,1.0
756,44.873518162979884,1.151694787852502,15,117,61.44319912000195,1,1,5,Mountain,Standard,Desktop,1.0
786,65.90359285868159,0.2662206109808271,33,412,,2,1,5,Midwest,Standard,Desktop,1.0
141,74.24025288170026,,35,428,,1,0,2,Northeast,Basic,Mobile,1.0
154,15.648224772010325,0.6464671985607673,0,76,,1,2,5,West,Basic,Mobile,0.0
987,30.70416380004387,0.9630759986121307,20,77,61.02143648339553,1,0,0,Mountain,Basic,Desktop,0.0
1269,41.32385253694533,0.761598251850226,33,205,47.851281913228085,0,1,3,Mountain,Standard,Mobile,0.0
1968,60.457209938887466,0.8364284818739502,30,283,48.822926037930664,2,0,4,South,Standard,Mobile,1.0
52,39.33204596994763,1.0449132719883485,25,188,38.73110433882792,1,1,2,West,Pro,Mobile,1.0
2302,40.12599914972102,1.059805833627777,13,63,54.85819520849355,2,1,3,Midwest,Standard,Mobile,1.0
1287,78.18328946790163,0.08805953796845141,48,332,92.54205048050089,2,0,5,South,Basic,Mobile,0.0
1646,67.21165570668511,0.20733648533795757,22,256,50.54819859843602,1,2,1,South,Basic,Desktop,
1394,74.14558918781829,0.7086444800263138,27,207,88.30697508803226,1,1,2,Northeast,Basic,,0.0
166,31.990391815853812,0.6135404334051494,4,86,65.1545168844215,3,1,3,West,Pro,Desktop,1.0
1645,75.32344886096507,0.2561944863964033,26,332,89.416926053402,3,1,3,Midwest,Basic,Tablet,0.0
2434,45.340070693289356,0.8075945770894443,30,230,40.4554244494789,2,0,4,South,Basic,Desktop,
2225,59.1953932630606,0.47819934225218563,25,357,42.50609248470028,3,0,3,Mountain,Basic,Tablet,
1607,44.28884632849834,0.7615843148709691,37,228,34.4638693579237,0,1,1,Midwest,Pro,Desktop,1.0
920,49.081794371927124,0.9061187195226554,25,152,71.84897021853725,2,2,2,Mountain,Pro,Mobile,0.0
11,54.2356742155377,0.8193742840792895,34,227,60.09800850337132,3,1,2,Midwest,Pro,Mobile,1.0
2853,54.47513212064533,0.6857448337675068,27,160,50.667288416132976,2,1,2,Mountain,Pro,Desktop,0.0
1035,61.07422771493428,0.6557259576394833,20,240,42.379559220692066,1,1,2,South,Standard,Desktop,1.0
2842,50.64519893070993,0.6234484907113216,18,182,53.909399747701436,2,1,3,Midwest,Standard,Tablet,1.0
2283,24.680115128792288,,7,138,53.68496391159079,2,0,3,Mountain,Pro,Mobile,1.0
1174,29.905515728608236,0.5305064093024573,4,20,69.47762974324975,0,1,1,West,Basic,Mobile,1.0
2957,94.9097365124986,0.6161753765735337,30,358,,1,1,2,Northeast,Basic,Mobile,1.0
280,31.344949995978027,0.7577046291085605,8,20,76.42479043338741,1,1,6,Mountain,Standard,Desktop,1.0
915,75.63726436469904,0.5358575273548358,38,405,86.98507304618514,1,0,2,South,Basic,Desktop,0.0
1650,39.59323541388637,0.8691767253159665,17,161,51.2482094379091,1,1,2,West,Standard,Mobile,0.0
1736,44.40758411955729,1.0272887144007874,25,208,48.1441188361139,1,2,4,Mountain,Standard,Desktop,1.0
842,79.41223698429806,0.4705720851626236,40,529,,2,0,3,Northeast,Basic,Desktop,1.0
2820,79.41139849803454,0.42618812614206597,46,289,60.58643587754249,3,1,3,South,Basic,Mobile,1.0
2586,44.476976350152256,0.841690130350414,21,256,47.516275265330975,2,1,3,Mountain,Standard,Mobile,0.0
2535,56.65931410999634,0.7784387955573169,28,422,66.71998016490951,2,1,2,South,Standard,Mobile,1.0
2300,33.07338826942491,0.9025473524039742,14,20,67.22828704999333,0,2,6,Mountain,Basic,Mobile,1.0
2184,36.06697278915117,0.9428690200508052,5,218,66.40442403294425,1,0,3,West,Pro,Desktop,
1514,68.36211223581503,0.4560434921780353,25,397,49.555977022830824,2,0,1,South,Standard,Mobile,1.0
2068,87.08292735531008,0.525283360134556,45,339,135.12792726913077,2,0,0,Northeast,Standard,Desktop,1.0
2683,82.14362993248959,0.5439301758351041,40,387,117.23906731355665,2,1,2,Northeast,Basic,Tablet,0.0
2844,57.54296821370918,0.5744943463349376,22,323,55.13490228097818,0,0,3,Mountain,Standard,Mobile,0.0
1774,67.32308783252032,0.9357275341702888,34,322,61.01639487026037,1,1,1,Midwest,Standard,Mobile,0.0
458,59.02150851822909,0.6279024173498142,25,273,45.71833551672644,0,0,0,Mountain,Pro,Mobile,1.0
46,65.85824769290244,0.3236799857391226,13,350,25.255232839975115,2,0,0,Northeast,Standard,Mobile,0.0
1877,46.37499510249601,0.9569792560234293,21,173,52.974063653789074,1,1,3,Midwest,Basic,Mobile,1.0
1497,48.16603046120785,0.6013337333766064,9,222,32.45705331446076,0,1,0,West,Standard,Mobile,0.0
1995,24.883051109998227,0.43237125383338937,15,191,58.886068874857116,1,1,2,West,Standard,Desktop,0.0
2471,39.71199898848084,0.3434873527145027,6,239,29.097370998842536,4,0,0,South,Basic,Mobile,1.0
1167,49.97426094392237,0.7996091477291639,37,154,48.900939901319425,2,0,3,Midwest,Basic,Tablet,1.0
1581,58.088285739048686,0.7275858511407339,39,195,46.061925920570566,1,1,3,South,Pro,Tablet,1.0
716,31.603620472545522,0.6795995786035183,11,73,67.15547238653924,1,3,2,West,Basic,Tablet,1.0
944,61.416191449612676,,37,329,52.82126305924244,1,1,1,Midwest,Standard,Mobile,0.0
1247,44.76938555828256,1.2077265004622033,13,90,68.71399155639847,1,2,2,West,Standard,Tablet,1.0
300,26.735005665719186,0.8069133654847503,14,137,56.498908618718644,0,1,2,South,Pro,Mobile,0.0
768,69.30959356523033,0.7399034155231753,21,242,68.1789762112822,1,0,2,South,Standard,Desktop,0.0
2110,65.39906449552502,0.43063952044629317,34,351,52.99274149291812,2,0,2,Midwest,Basic,Mobile,0.0
306,51.17606222745533,0.2931773899898236,29,342,59.95364419419262,1,1,4,South,Basic,Mobile,0.0
2454,56.948211634292456,,19,434,48.845482580961374,0,0,1,Midwest,Enterprise,Desktop,0.0
358,74.20399570237873,0.7004948269741762,19,349,,1,0,2,South,Basic,Desktop,1.0
1106,67.39813561031258,0.7406419319071025,19,406,76.70268198994869,1,0,1,South,Basic,,0.0
2077,49.12578533868991,,18,248,38.81552871585902,2,1,2,West,Standard,Mobile,1.0
2478,69.67528603446648,1.0192235149103357,42,259,53.08064256396393,2,2,2,South,Standard,Mobile,1.0
1066,38.571846101185486,0.9508948967219822,23,20,72.31643576958152,2,1,4,Mountain,Enterprise,Tablet,0.0
1199,61.031425135494025,0.5545797023973321,18,261,,2,1,2,South,Standard,Tablet,0.0
2929,89.61047836644263,0.6722108914698605,49,544,126.34343776477368,2,1,4,Northeast,Standard,Mobile,0.0
539,58.73270460164881,0.785221933148384,22,308,49.11074806039706,1,1,2,Mountain,Basic,Mobile,0.0
134,46.62227558355946,0.593481514180201,31,169,36.051380129870985,1,0,0,South,Pro,Mobile,0.0
2605,56.740546434055005,0.8561504738454333,21,28,,0,1,4,West,Basic,Mobile,1.0
1796,61.064296639151635,0.7503794966896393,29,354,54.41484422487938,2,1,3,South,Pro,Mobile,1.0
2594,78.06980495798014,0.5120436613317336,31,345,96.29611791615396,0,1,2,Northeast,Pro,Mobile,0.0
2559,27.199373757364256,0.7761467365790893,5,167,64.7618043820949,0,1,2,Mountain,Standard,Tablet,0.0
2930,72.59802459179468,0.4443539301868574,27,429,102.59308645022062,2,1,2,Northeast,Basic,Mobile,0.0
2200,45.57815358253222,0.6402339378334304,41,192,57.09191169126368,1,0,2,Mountain,Pro,Desktop,0.0
2031,64.20865378021995,0.8481771371832367,30,359,47.9136949529676,0,2,2,Northeast,Standard,Desktop,0.0
2330,60.701457326465295,,28,409,47.839511902145595,2,1,5,Midwest,Basic,Mobile,1.0
234,51.848759459854264,0.6660897520202123,27,211,49.069852096998964,0,0,1,Mountain,Standard,Desktop,0.0
1250,43.525567197288694,0.8368822163932356,14,104,59.670597207286974,1,1,0,Mountain,Basic,Mobile,0.0
2640,56.0114970698873,0.6899544102648605,17,268,,1,2,2,Midwest,Basic,,0.0
562,44.69952491891349,0.7523177388377633,23,188,43.16303838172288,2,1,6,Midwest,Pro,,0.0
529,41.67227477140847,0.22802882195413351,19,315,,0,0,3,West,Basic,Mobile,1.0
339,60.93055267542778,0.611703064537783,15,325,45.44278855371883,2,0,1,Midwest,Basic,Desktop,0.0
2376,58.873671950610486,0.37849410701199115,21,187,35.59981393041953,2,0,0,Midwest,Basic,Mobile,1.0
594,46.22533715686741,0.8071930724479219,33,20,48.776048686625856,1,2,5,South,Standard,,1.0
2513,74.41144497034682,0.7272731073154917,39,365,92.41786208658591,2,0,5,Northeast,Standard,Mobile,1.0
1773,46.07130556777583,0.7974580872793147,10,144,61.40305046979373,0,1,2,Mountain,Pro,Tablet,0.0
82,62.90641263555842,,19,266,39.83584499832006,2,0,0,Mountain,Standard,Mobile,1.0
253,46.25527520206982,0.7334531928422771,13,158,62.30025471514989,1,1,2,West,Standard,Mobile,0.0
322,50.11850827241413,0.4292036410532341,14,130,33.1583137038587,2,0,1,Midwest,Pro,Mobile,1.0
2020,82.55135558809839,,39,484,122.92781900980313,1,2,0,Northeast,Standard,Mobile,1.0
1378,43.88110597444936,0.7747891095179874,24,194,38.0660397007743,1,1,3,Mountain,Pro,Desktop,0.0
2564,58.762221517112835,0.5647183274898632,39,319,52.71377169103157,1,0,2,South,Standard,Desktop,1.0
633,28.609505020350664,0.5044662819119012,2,116,,2,2,3,West,Basic,Mobile,1.0
1045,34.93140053064971,0.5674120300557907,12,298,60.74555062141199,1,2,2,Mountain,Pro,Desktop,1.0
1201,64.12476916066572,0.9897131027828304,26,118,50.66049155055358,1,0,3,Mountain,Standard,Mobile,0.0
1974,71.59925760601979,,23,347,,0,0,2,Northeast,Basic,Desktop,0.0
741,63.44694069747345,0.8139461336980277,42,267,52.848624675409006,1,1,2,Midwest,Basic,Desktop,1.0
1351,74.49546373710403,0.38285671460703125,26,364,54.65066568768492,3,1,4,Midwest,Basic,Desktop,1.0
504,70.53551815039195,0.29810101216819035,33,337,88.32237675689667,2,1,2,Northeast,Basic,Desktop,0.0
2337,36.72330751224455,0.6352356686747689,10,222,61.474460874179286,2,2,1,Mountain,Standard,Tablet,
375,86.19292058036558,0.4698827846896292,14,397,64.41760432698644,2,2,2,South,Basic,Mobile,
411,33.85109954187419,0.6149660566709498,4,281,69.66057898860224,0,1,4,Mountain,Basic,Desktop,1.0
497,81.14080973825037,0.6074155331905013,50,269,138.3807640368714,1,0,0,Midwest,Standard,Mobile,1.0
2602,87.16527048186447,0.6963082563102616,43,256,111.01875345178358,1,1,2,South,Standard,Mobile,1.0
2281,30.32110282573678,0.8084607462810658,12,204,64.56365373699035,1,1,4,West,Standard,Desktop,1.0
490,45.111665242277965,1.0819728364452383,33,232,68.52492611585643,2,1,2,Midwest,Enterprise,Desktop,0.0
1149,52.21138238455084,0.21953979015981498,30,334,,1,1,1,South,Basic,Desktop,1.0
2836,42.817908145230845,0.6658238214303481,5,181,67.61913208420144,0,1,6,West,Basic,Tablet,1.0
2269,72.71518810073913,0.7982441492622732,32,276,90.91630851948263,1,1,1,South,Standard,Tablet,0.0
1156,40.81511200696926,0.8246333547085121,11,99,27.854759516686148,2,0,2,Mountain,Standard,Mobile,0.0
2754,41.35498967924906,,24,295,41.66107622671411,0,1,4,Mountain,Standard,,1.0
2731,52.20080017071364,0.5860063445615531,16,211,49.08650972787578,1,1,1,Midwest,Standard,Mobile,0.0
1672,77.22979548652893,1.098631474699281,28,165,73.44362077119597,2,0,4,South,Standard,Mobile,1.0
1195,72.30340943071377,0.45473528281208375,19,354,39.815710301503394,2,1,1,South,Standard,Mobile,1.0
1281,69.88654405608602,0.43618786908494767,39,319,101.89922775897078,1,1,2,Northeast,Standard,Desktop,0.0
2752,67.64903577265586,0.2208651946310396,14,424,51.61911686947632,1,1,2,Northeast,Basic,Mobile,1.0
1217,70.86600467098619,0.37833407690079807,19,462,52.02503705612707,2,1,3,Midwest,Basic,Desktop,0.0
2862,61.18510441262227,0.16796017120654397,23,260,59.738746166133716,2,1,4,Northeast,Basic,,0.0
2367,89.33576404181522,0.7220240773056469,50,450,179.54247162353533,1,0,1,Northeast,Pro,,0.0
1922,59.348501325392334,0.6381234418689918,42,259,81.79455814871375,1,0,3,South,Standard,Tablet,0.0
1418,77.7572797298149,0.8087372873646196,54,317,149.39195643397392,1,2,2,South,Standard,Mobile,0.0
347,84.13489729616275,0.46812587798892014,43,426,121.64004363062368,1,1,4,South,Pro,Desktop,0.0
2017,33.18662755290865,0.35878276496504125,8,160,34.20751093487958,1,3,3,Mountain,Basic,Desktop,1.0
156,25.986140282059907,0.6011928245405386,25,198,48.22838086855083,1,2,4,West,Basic,Mobile,1.0
2945,50.99010799353767,0.7265987071859412,29,95,,1,1,6,South,Basic,Desktop,0.0
2246,83.37882776362692,0.1400282753183273,37,482,97.56925097968342,3,1,0,Northeast,Standard,Desktop,0.0
2321,42.174658649272416,0.8711653900327987,14,103,53.957115596391255,1,2,0,West,Pro,Mobile,0.0
575,47.12528673411702,0.8731678297679225,13,52,55.739912215043226,2,1,3,Midwest,Basic,Mobile,1.0
119,92.30038661816054,0.3213058957703735,46,413,135.88760925795043,1,0,1,Northeast,Standard,Mobile,1.0
2979,63.49766299238815,0.7916483695008878,34,120,42.422607750672384,0,0,0,South,Standard,Mobile,
733,71.22108572081734,0.37681238268261097,27,364,64.8103553146341,2,0,1,South,Standard,Mobile,1.0
456,72.08277686335464,0.48855330892309445,40,314,55.032285044950065,0,1,4,South,Pro,Tablet,0.0
48,88.86579797972011,0.6714257431954394,39,300,149.00511603018612,1,0,4,South,Basic,Desktop,0.0
2209,54.045979861680955,0.7618821053959713,29,163,62.39461035127111,1,1,5,Midwest,Standard,Mobile,0.0
1525,48.69524940461754,0.6436054159844791,12,318,30.864756096687398,2,1,0,Midwest,Basic,Desktop,0.0
2414,56.84577298992524,0.19902943765432035,25,334,50.423191023125206,2,0,4,South,Standard,Tablet,0.0
2007,47.99128009118645,0.8140089182957128,29,294,35.18001195556846,1,1,4,Midwest,Standard,Mobile,0.0
1370,44.39538399925653,0.9060726291645036,32,220,40.66846248664875,0,0,3,Midwest,Basic,Mobile,0.0
1786,22.4319089999601,0.3408322220568401,27,35,59.875794997784055,0,2,5,Mountain,Basic,Desktop,0.0
2693,67.38769766274049,0.5777321614411077,18,353,67.7402105248178,3,0,5,Mountain,Basic,Desktop,1.0
2131,65.11285957817523,0.5052717808872677,21,123,52.65976837240262,2,0,3,Midwest,Standard,Mobile,1.0
28,100.72501059060295,0.4482589450961052,41,449,158.28384688965235,0,0,4,Northeast,Basic,Mobile,0.0
1254,59.701245097118786,0.7778242869120122,32,164,54.43370930350502,2,0,3,Midwest,Basic,Mobile,0.0
1274,57.4632136637685,0.24655902350851544,19,220,,1,1,1,South,Basic,Mobile,
2925,63.530678059321694,0.4049806706389288,34,181,73.05339855728384,0,0,1,South,Pro,Desktop,1.0
346,45.70895485403426,0.5461237814141547,30,308,29.96734149941254,2,1,0,West,Pro,Tablet,1.0
524,67.42832852310943,0.2032923559489237,34,231,65.69974650303952,2,3,0,Northeast,Basic,Mobile,1.0
1417,67.17496508024244,0.40133078470523875,32,441,100.02859205938995,2,1,4,South,Basic,Desktop,1.0
1689,73.98966868468897,0.35168792194848614,24,381,,1,0,2,Northeast,Standard,Mobile,0.0
1641,39.46530076513709,0.4592571234799818,12,353,47.14164959556324,2,2,2,Midwest,Basic,Desktop,1.0
2343,57.592618370995176,0.39738614987458226,29,202,25.044403902041566,2,0,2,Northeast,Standard,Mobile,
750,61.20730105681769,0.7732295396713709,37,161,53.98555688613587,0,1,3,Northeast,Standard,Mobile,
2643,47.84744353623783,0.33632147932973466,2,261,32.430589680748646,0,1,6,Midwest,Basic,Desktop,1.0
1506,75.59124591864165,0.7512305475658104,37,446,76.62191799412756,2,0,4,Midwest,Standard,Mobile,0.0
2468,81.51502842527015,0.6378506218738074,39,547,89.21868571519983,1,0,1,Northeast,Basic,Mobile,0.0
1933,53.665215996758825,0.7072747060889859,30,136,41.26154847951622,1,0,2,West,Pro,Desktop,0.0
1685,45.29483689428056,0.638925125698405,0,108,54.19752394324645,1,1,1,Midwest,Enterprise,Mobile,0.0
1191,83.96493704562953,0.6445762214608707,58,344,150.3926279485984,1,1,1,Northeast,Standard,Mobile,0.0
2470,68.75157914609113,0.8590748903848048,28,260,50.4246250401886,0,0,2,West,Pro,Mobile,1.0
2584,48.00330229534813,0.47638887587757955,15,245,39.73799358300967,3,1,0,Midwest,Pro,Desktop,1.0
1941,99.84150394428531,0.3282231852878621,50,237,132.43404575051113,2,1,2,South,Standard,Mobile,1.0
2830,86.3096838373234,0.21418415191607298,42,442,136.06460070887618,3,1,6,Northeast,Basic,Tablet,0.0
2460,35.90439959921946,0.7098819332368369,47,242,51.06063444538231,2,0,5,Midwest,Standard,Desktop,1.0
1831,87.68964655182178,0.18070134010559422,19,501,91.94484060801983,1,0,3,Northeast,Basic,Mobile,0.0
7,29.05671831640358,0.8864075025986943,6,281,43.727906017845,2,1,3,West,Pro,Desktop,0.0
2415,64.96447420743193,0.8197839367485185,33,403,,1,0,1,Northeast,Basic,Mobile,1.0
2744,89.41242665065172,0.40258174089224036,35,369,,2,1,1,South,Standard,Mobile,0.0
2996,96.14782598997854,0.29335278101144446,34,524,126.48921851564585,2,1,2,Northeast,Standard,Mobile,0.0
1898,49.01612830406404,0.4898594273846066,9,254,38.94228536023085,2,0,1,Mountain,Standard,Desktop,0.0
2789,86.82280044828914,0.5525619291846663,45,413,98.45218060105918,1,0,3,Midwest,Standard,Tablet,0.0
1550,56.35909395711213,0.9256440687888015,38,323,78.74180859243735,2,0,1,Midwest,Standard,Desktop,1.0
1745,70.72560792690939,0.7781073718996081,25,297,52.04761979970484,2,1,3,West,Pro,Desktop,0.0
2519,54.00761289614429,0.6147535812504977,11,326,25.108628273030682,1,1,4,Midwest,Basic,Mobile,1.0
2061,51.869479888351634,0.6301314668852568,27,249,34.28900972328237,1,2,2,Mountain,Basic,Mobile,1.0
1073,57.540104232702845,0.7856103360745167,41,219,88.31022199151064,0,1,3,Mountain,Pro,Mobile,
1101,84.72581524455734,0.5192878429988089,48,311,108.22324014854928,0,0,2,South,Standard,Mobile,1.0
1319,26.518388620790173,0.47430197839817834,0,59,57.26565804796833,2,2,1,Mountain,Basic,Mobile,0.0
473,68.49195805931076,,23,215,66.94646480161445,2,1,2,Midwest,Standard,Tablet,0.0
1314,74.74469942445074,0.4501257846570191,28,378,71.32596836060698,0,1,3,Midwest,Basic,Mobile,1.0
147,88.13919866520118,0.8210844937618422,30,537,142.44799794354878,0,2,0,Northeast,Basic,Mobile,1.0
243,43.24762107172473,0.5114321243843243,33,279,42.25006181191582,2,1,1,Midwest,Standard,Desktop,0.0
1467,61.85123628375772,1.001903032684838,26,201,55.28060295962042,3,1,2,Midwest,Standard,Mobile,0.0
677,56.910756197742145,0.5960524630285455,9,368,62.91812141647382,1,0,2,Mountain,Standard,Desktop,0.0
2872,47.56949713188721,0.6549125209664357,4,123,47.2535812487445,2,0,1,West,Basic,Desktop,0.0
