risk_signal,process_temp,pressure_variation,vibration_index,operator_experience,humidity,shift_load,raw_material_score,sensor_drift,maintenance_gap_days,ambient_temp,weak_proxy,random_id_hash,machine_type,supplier_tier,shift,region,target
-1.0389,1.8459,-1.5026,-0.7725,8.3938,20.98,-0.2248,0.7521,-1.3675,26.93,68.68,-1.2463,4755,C,standard,night,east,0
-0.4061,-0.4936,0.1925,-0.6358,5.2309,6.41,1.0295,-0.8533,0.2172,24.87,54.0,1.1942,6364,A,,day,east,0
-1.0695,1.8926,-1.575,-1.0631,9.0823,20.36,1.2753,-1.2256,-1.304,27.23,65.36,0.2444,2376,B,standard,day,north,1
-1.5459,0.468,0.8562,1.2138,9.6626,37.66,1.4347,-0.2215,0.5104,8.47,61.91,1.0983,5666,C,economy,day,south,0
-0.2332,-2.6263,-1.3288,0.6702,4.8025,20.34,1.2729,1.2251,-0.4057,10.36,68.35,-0.7166,8992,C,standard,swing,west,1
-0.5455,0.218,0.851,1.014,5.4199,65.26,-0.8756,0.171,,14.95,59.47,-0.357,8326,C,premium,day,west,0
-0.1382,-0.4955,-0.1752,-0.5106,2.0642,19.88,1.1087,0.1186,2.0182,14.05,55.08,-0.5866,3284,A,premium,swing,west,0
0.5566,-3.4528,-2.1702,-0.3396,8.5984,68.64,1.9558,-1.2451,-0.0273,21.71,74.29,-0.7358,3622,A,premium,day,east,1
-0.6398,-1.08,-1.7035,0.0556,,63.27,2.4189,-0.0259,0.3304,2.26,62.23,-0.0721,5769,D,standard,swing,south,0
-0.5034,-0.4403,-0.0433,0.8285,3.3971,70.91,-0.7144,0.1829,0.3025,21.17,46.55,1.0422,4197,A,standard,night,south,0
-1.676,0.4937,1.2354,0.0836,1.3902,65.94,-0.419,1.3657,0.7723,27.4,83.01,-0.4505,9133,A,premium,swing,west,0
0.9176,-0.5753,0.4487,0.5682,5.3591,9.82,-0.666,-0.1175,-0.1097,16.0,66.86,0.777,4181,C,standard,swing,east,1
0.7011,-1.643,-1.3332,1.0389,4.3985,86.02,-1.0483,1.278,1.2088,15.8,64.62,-0.4058,2108,B,standard,night,west,0
0.8777,-3.0018,0.7685,1.9858,9.7798,31.98,-0.1306,0.9848,,14.76,39.49,0.8937,3778,B,premium,day,,0
1.2837,,2.0795,0.521,9.364,49.34,1.3414,0.498,-0.2414,11.2,81.28,-1.5364,9777,D,premium,day,south,1
-1.6726,2.0228,-0.9324,-0.5045,0.9752,33.07,1.2796,-0.0548,0.6002,17.56,80.17,0.5051,9294,C,standard,day,east,0
-0.0166,-0.5997,1.2726,-0.5925,9.8672,23.86,0.8385,-1.7251,0.0349,20.01,71.03,0.3003,4046,B,premium,swing,west,0
0.9627,1.6903,-0.4082,-0.627,8.9904,74.34,-0.5565,-2.2943,-0.1112,16.33,81.24,-1.1845,6575,A,standard,day,east,0
0.7758,0.1441,-0.1467,-0.0758,5.9497,22.23,0.1894,1.3966,0.8913,21.78,70.61,-0.5718,4902,A,economy,night,north,0
1.4668,0.6183,-0.5048,-2.3626,0.285,46.36,0.998,0.3146,0.2655,45.47,68.21,-2.1443,6883,C,premium,day,north,1
0.8678,-1.9229,2.3553,-0.7208,8.1809,37.9,-1.3208,-0.1661,-1.1942,41.06,82.82,1.9506,5480,A,standard,day,north,1
0.2162,-0.521,,1.826,2.9885,,-0.199,1.0972,-0.4202,41.38,69.11,-0.5792,6011,D,economy,night,west,0
0.342,-0.2968,-0.8877,1.8004,7.6145,38.68,-1.7818,-1.4434,0.421,42.19,75.27,-0.897,2816,D,standard,swing,,1
1.6062,1.3381,-1.1397,-1.8198,,5.01,0.9364,-0.3931,0.5955,13.39,73.54,0.0592,7553,D,standard,day,west,1
-0.6398,-0.6815,0.6029,0.6341,2.87,73.9,0.2806,-0.1268,-1.3226,19.27,72.8,0.8203,5356,D,economy,day,south,0
0.7959,2.3089,-0.4128,1.8825,4.7283,18.35,0.0209,0.9976,0.3388,47.15,71.39,0.4712,7690,D,standard,day,east,0
1.4687,0.9214,0.4456,0.9471,5.6073,24.71,0.8349,-1.7539,1.8089,37.96,69.37,1.4722,6698,C,standard,swing,south,1
2.4803,1.3801,0.6786,0.2971,,62.75,0.5922,0.4525,-0.8305,12.76,65.46,-1.9825,9704,A,standard,swing,south,1
-1.1545,0.7251,0.0492,0.4405,0.8288,11.46,0.2515,-0.704,-2.2013,10.35,91.61,0.3477,1234,C,economy,day,south,0
-0.2914,-0.0641,0.2196,-0.41,4.8448,67.03,-0.2315,-0.1279,-1.252,37.77,89.3,1.163,9136,A,premium,day,south,0
-0.556,1.7404,-0.718,-0.773,8.3702,69.92,-0.9049,0.0372,1.8002,40.28,70.66,-1.0164,5861,B,standard,day,north,0
-1.0496,-1.0121,-0.1937,0.0324,4.933,30.07,-0.2376,0.0477,-2.2415,7.92,64.9,0.0784,5079,C,,swing,east,0
-1.8159,0.9702,-0.3654,-0.2481,5.3907,90.42,-1.6453,0.5558,-1.5054,36.12,54.83,0.8291,9249,C,premium,swing,south,0
1.4482,1.1696,-0.0013,1.1391,9.4938,67.15,0.1722,-0.8443,-1.0764,7.23,79.44,0.123,2439,D,standard,day,east,1
0.3041,0.0878,-1.916,0.3561,0.5165,46.53,-2.0582,-1.3238,1.156,49.5,59.34,-1.0458,8422,D,premium,swing,west,1
-0.2005,-1.102,0.686,1.2983,5.5395,30.69,1.3026,1.5923,-0.8806,13.01,59.19,0.2356,2685,D,economy,day,west,0
1.7926,0.3485,0.1721,0.9379,9.1942,73.9,-0.2031,-0.549,0.8877,10.63,61.75,-0.2044,3682,D,premium,day,south,1
-0.4797,2.1726,2.3532,1.5082,,83.47,-0.5071,1.5037,0.6974,10.89,68.52,-0.2514,6565,C,premium,day,east,1
-1.0286,0.1934,0.3232,0.5517,7.8568,57.98,0.8992,1.8257,0.1443,4.9,68.29,-0.0493,2705,B,economy,swing,west,0
-1.1765,,0.3026,-2.4083,6.2165,57.36,-1.5932,2.5928,-2.0458,44.46,71.45,1.0786,3586,B,,swing,south,0
1.2179,1.4208,-0.2326,-0.4797,2.105,83.98,0.7076,0.2349,1.126,8.2,58.83,-0.1429,8577,B,standard,day,south,0
-1.4272,-0.5254,0.1339,-0.7426,2.1688,29.11,0.1824,0.454,-1.4508,20.26,60.52,-0.0769,1481,B,standard,night,south,0
-0.3291,-3.0475,-0.0858,1.379,7.8119,37.84,-1.4943,1.5442,-1.8015,6.85,59.45,0.2517,3283,A,standard,day,east,0
-0.0235,0.891,0.7178,-0.3008,0.4285,33.61,0.3275,0.8232,-0.8308,9.29,86.07,2.1246,3417,D,standard,swing,west,1
-0.6792,0.9488,0.5898,1.3483,2.456,82.98,0.8867,1.0383,-0.4072,2.52,72.77,-1.3756,3475,B,premium,night,east,1
0.7803,1.7277,0.2999,0.2184,0.6284,40.81,0.5525,-0.5189,0.4748,9.75,65.74,0.0838,2512,B,economy,night,north,0
-0.9579,1.8473,-0.9983,0.8285,0.0784,64.88,-1.1373,0.1577,-0.503,16.99,82.99,-0.6569,7199,C,economy,swing,south,0
1.1078,0.0819,1.3488,0.2856,7.9328,12.43,-2.8127,2.1619,1.2949,4.48,73.84,-0.0422,7734,A,economy,swing,west,0
0.4111,-2.8139,0.1719,-0.0923,7.6164,15.76,-0.103,-0.1417,-0.7578,22.36,71.3,-1.9459,4154,A,economy,day,south,0
-1.3374,0.6416,1.1416,-0.3784,1.4895,95.5,-0.7608,0.6795,0.7132,6.06,65.71,-0.296,8420,B,standard,swing,east,0
-1.3057,-0.4446,1.5254,-0.1417,1.0803,61.17,-0.4037,-1.7885,2.4485,47.2,62.57,-0.4537,6073,D,premium,day,east,1
0.9095,1.1981,-0.0308,-0.5096,5.5571,73.47,1.0673,0.7395,-1.4844,27.74,94.34,1.7797,6563,A,standard,night,south,0
-0.3765,-1.52,1.2325,1.7814,5.4509,35.75,0.5633,0.6224,-1.899,2.87,62.98,-0.5824,5815,B,standard,day,west,0
0.6116,1.3122,-0.169,-0.8636,8.8804,,-1.7635,-0.4232,0.2273,17.6,68.39,0.325,3407,C,premium,day,south,0
-0.6183,-0.63,0.6948,-0.6705,6.3081,75.43,-0.7769,0.1981,,29.82,76.82,1.0277,9909,C,standard,night,south,1
0.0183,0.4414,-0.5201,0.1451,0.01,13.11,0.6316,-0.0591,-1.1764,57.43,75.69,1.6004,7811,A,standard,night,west,0
0.7778,-0.4618,2.3634,-0.8666,,24.77,-0.2327,0.0104,-0.2643,13.31,52.89,0.0083,4699,B,economy,swing,south,0
-1.1332,0.9767,0.0483,-1.3674,7.8179,67.97,1.4409,-0.2507,-0.5835,35.53,58.98,-0.9794,8566,C,standard,day,south,0
-0.7862,-1.2074,0.5488,-0.8983,4.6053,75.59,0.415,-0.9001,-0.7095,20.51,66.37,-1.4831,1141,D,economy,night,north,0
-0.4411,0.5698,2.3128,-0.4932,2.8313,31.35,0.9595,0.0641,-0.1565,19.09,58.45,0.3274,2678,D,premium,day,north,1
0.8964,0.2267,,0.8825,8.5868,54.36,0.0351,0.3009,,9.41,76.59,-0.686,8237,C,standard,swing,west,0
0.7748,1.6772,1.8249,-0.0591,8.4196,24.46,-1.228,-1.6107,0.1511,16.11,74.5,-0.7007,9068,C,standard,day,east,0
-0.2604,0.3043,0.0446,0.1741,0.356,31.96,0.1613,0.2849,1.2182,6.56,82.59,0.0271,4464,D,premium,swing,south,1
-1.1011,0.5613,-0.9004,-0.6193,8.8547,37.89,-0.2484,0.4504,1.8723,15.92,72.05,1.644,3380,B,standard,day,north,0
-1.0577,2.1954,0.7284,-1.2485,,47.21,2.4282,1.7593,-2.125,47.47,59.64,-0.651,7656,D,standard,day,south,0
1.0599,1.3787,-1.059,1.0098,6.298,21.76,-0.5839,-0.1987,-0.1896,26.53,60.37,0.0072,6939,D,premium,swing,east,1
1.2279,1.0684,,1.2622,7.0606,,-0.483,0.0305,-1.9878,14.07,38.96,0.138,4541,B,standard,day,east,1
0.2897,0.1348,-0.4039,1.6653,9.0733,39.93,-0.2593,1.6199,0.8184,16.27,45.41,-0.7552,3110,C,economy,swing,north,0
-0.3239,0.0849,-0.7999,-1.1512,0.8591,,-0.155,-2.4531,-0.0689,14.29,73.26,0.5233,3380,C,premium,night,west,0
0.3508,1.2788,1.0378,0.7091,4.5787,9.49,1.3143,-0.9748,0.3689,14.29,65.47,-0.1236,3121,C,standard,swing,east,1
2.6231,0.4358,0.3009,3.4644,1.5776,53.61,0.0454,-0.429,0.0581,7.27,56.42,-1.8858,9531,A,standard,swing,south,0
-0.0922,-0.1068,0.8146,0.0103,6.943,38.51,-0.8588,-0.4005,-0.4796,20.81,61.48,-1.5639,4699,C,premium,day,east,0
0.2825,1.0935,1.5582,0.0289,3.5857,6.7,-0.059,0.3805,-0.0889,13.97,72.57,1.129,8522,C,standard,day,south,1
-1.3333,-1.7347,1.6536,0.922,5.373,18.89,0.9044,0.6462,-0.7324,14.95,53.61,-0.8362,6783,D,standard,day,north,0
-1.0215,-0.3514,-0.8581,-0.3286,0.9667,21.56,0.3653,-0.6069,-0.8033,27.44,54.07,-1.3973,9201,C,standard,night,south,0
-2.7671,-0.2049,-0.9052,0.7424,8.6305,93.35,0.4614,0.5152,-0.0179,14.86,79.2,1.5246,6070,B,premium,night,east,0
-0.7815,0.1063,-0.3851,-0.6484,1.194,79.01,-0.5037,-0.3547,-0.1337,6.02,82.76,0.8907,7731,A,premium,night,south,0
-0.4275,0.6485,-1.5248,0.7803,9.5798,64.85,0.3852,0.7441,-1.2771,17.76,71.5,1.2614,6032,B,standard,day,south,1
0.949,-1.7499,-0.2704,-0.7815,4.9174,,0.4861,0.7443,0.232,40.15,65.65,-0.5614,2252,B,economy,swing,south,0
0.7296,-0.1388,-0.4333,0.9697,4.1521,46.39,1.5376,-0.7661,-0.0196,16.45,67.86,0.4695,8829,C,standard,day,south,1
0.5847,1.5366,1.1483,-1.1777,0.4465,3.77,-1.2589,0.2416,-1.5666,14.86,58.54,-0.0756,9177,C,standard,swing,north,1
-0.5937,-0.9167,1.0286,-0.0389,8.2205,67.82,0.7263,0.4474,-0.0549,24.71,86.57,-1.7168,8797,D,standard,day,west,0
1.0977,0.9512,-0.0136,-1.0765,2.4412,38.91,-1.211,0.0926,0.7395,13.17,61.66,0.2019,1171,D,standard,night,east,1
-1.0368,-0.8537,,-1.2903,8.1455,29.56,-0.8137,0.0577,0.9638,20.19,73.85,0.0797,5513,C,economy,day,east,0
0.1615,-0.1685,-0.013,-0.0638,0.8505,31.9,-1.5086,0.0755,0.3185,13.86,82.16,-2.3039,1667,D,standard,day,north,0
-1.128,-0.2192,-0.4991,-0.003,3.2359,22.29,0.35,-0.5345,0.9025,28.03,76.11,0.1308,2870,A,premium,swing,south,1
-1.6413,,,-0.775,6.0627,10.57,-0.0371,0.1612,-1.6111,35.41,72.25,0.8807,3218,B,standard,day,east,0
-0.5533,-1.6609,-0.5874,0.2151,,67.09,-0.4489,1.2596,-2.9454,22.41,55.35,-0.6059,4339,A,standard,day,north,0
-0.3376,-0.7454,,-0.9451,6.1809,69.57,0.5076,-1.9487,-1.7313,10.1,83.46,-1.2835,4989,A,standard,swing,west,0
0.487,1.3932,0.8603,1.0168,9.1979,35.17,-0.4238,1.767,3.0641,48.02,65.69,-0.0865,1464,A,economy,day,east,1
1.0308,-0.4662,0.1044,0.8816,1.9286,72.21,0.3812,-1.3366,1.8251,16.33,62.45,1.3904,4053,D,standard,swing,west,1
-0.7138,-0.2341,-2.3975,-0.1653,1.0595,28.64,-0.5142,1.0837,0.1692,7.79,83.06,-1.1098,5293,B,premium,night,west,1
-0.003,-0.0464,-2.5527,0.1152,5.4213,23.77,-1.2723,1.2861,2.9464,5.67,75.1,-0.5822,5884,B,standard,day,north,0
1.7676,-0.5819,-1.1014,0.089,8.302,63.08,-0.4268,-0.6242,0.306,19.66,60.15,-0.8793,7084,C,economy,day,west,0
0.411,0.4429,-0.4629,-0.8361,7.5379,43.55,0.1931,-0.8985,0.1899,9.7,59.32,-0.7541,8395,C,standard,swing,south,0
0.0038,-0.7064,-0.8439,-0.5687,4.4955,52.01,0.1472,-0.0968,-1.2365,34.38,79.55,0.8492,1519,A,economy,swing,west,0
-1.7227,2.508,-0.024,-0.3029,8.7666,80.25,1.5195,1.5561,-0.8343,20.83,57.62,0.2836,3770,B,standard,day,west,0
0.9769,,0.28,-0.5147,1.5186,13.38,0.5212,-0.8678,0.5138,11.7,65.47,-0.8954,6386,A,standard,swing,south,1
-0.1833,3.2712,-0.6968,0.4776,3.8283,32.96,0.0943,-0.1667,0.5072,22.01,49.56,-0.8613,6783,B,economy,day,east,1
0.5447,-0.9692,0.5968,-1.4053,1.2157,27.21,0.6665,0.0608,0.3453,7.19,58.01,0.3759,4011,C,premium,swing,west,0
0.4387,0.2509,-0.3367,0.082,7.7153,26.06,-2.6229,1.1128,0.3093,8.99,62.45,-0.9296,2513,C,economy,day,east,1
0.5069,1.2012,1.3791,0.3537,3.2336,51.56,0.75,0.2324,2.655,32.28,60.18,1.5748,2744,B,standard,swing,north,0
0.3263,0.0526,0.731,-0.9271,2.3794,47.72,-0.8939,-0.7673,-0.5971,15.36,67.54,2.2631,3700,D,premium,swing,west,0
1.6048,-1.4336,-1.3701,0.285,2.5847,52.44,-0.7105,-0.4694,1.2834,19.93,50.14,0.2314,2913,B,standard,night,,0
0.6516,-1.3924,0.6594,-0.4003,3.3192,88.57,0.658,0.5202,-0.4223,34.48,74.73,-0.321,7866,C,economy,night,south,1
-0.8888,,0.4609,-0.566,6.8121,56.98,-0.7868,-1.9802,-0.6032,6.35,58.4,1.6626,9354,C,standard,swing,south,0
-0.2186,-0.3442,-0.6238,0.4736,3.4736,65.37,-1.5919,-1.1032,1.2604,24.11,63.21,1.0085,6967,C,premium,day,south,0
-0.8284,-0.4658,-0.3508,0.1019,6.3377,65.97,-0.7671,0.0167,0.3852,28.09,64.05,0.9723,9156,D,standard,swing,south,0
1.0346,0.9282,0.7701,0.5816,7.256,,-1.3569,-0.3822,-0.6405,19.86,55.07,-0.3835,3845,B,standard,day,west,0
-1.0956,-0.5954,-0.0363,1.017,9.9632,55.14,-0.4011,-0.8482,-1.2269,3.73,64.6,-0.3807,7247,C,standard,night,west,0
-0.8983,-1.1363,1.7484,-0.5651,4.7553,38.72,0.0173,-0.8772,-0.5025,13.76,66.25,0.0662,2609,A,premium,night,west,1
0.6816,-2.3424,0.2393,-0.708,1.1325,21.7,-0.4332,0.2762,-0.2778,15.58,70.44,-0.4452,4146,C,economy,night,north,1
-1.224,-0.0476,-2.5749,-1.3791,,33.83,1.1036,0.0212,0.064,21.75,85.33,-0.6874,1029,B,economy,day,north,0
-1.0303,-1.8206,-0.5718,-0.1088,5.145,70.61,0.4126,-0.793,-1.5428,30.77,79.4,-0.0599,4945,B,economy,day,east,0
-1.3803,-1.1943,-1.0732,-1.1788,5.7998,71.69,-0.1765,0.1157,-0.1216,3.51,74.22,-0.1778,8526,C,economy,swing,east,0
-0.5824,-1.0338,-0.047,-0.511,5.7445,,0.1872,-0.6734,-1.1976,36.09,54.42,0.3227,3747,A,premium,day,west,0
1.6316,1.7325,0.8997,-0.486,8.5787,45.33,0.0721,1.4883,0.1869,16.94,79.22,-0.798,4455,A,economy,day,south,1
-0.6276,-1.6684,1.4533,0.9716,6.4956,41.24,0.008,-0.6917,-0.2219,8.71,80.67,0.2435,5967,C,standard,swing,west,0
-1.5673,1.559,2.3535,0.0501,1.6183,59.57,-1.7116,1.5124,-1.8019,3.23,66.8,0.0586,9888,D,economy,night,east,0
-1.9118,0.0314,-0.1397,-0.239,8.0319,26.95,-1.395,-1.3596,-0.3437,24.93,70.43,0.6498,8439,A,economy,swing,south,0
-0.3129,-0.2157,-0.3945,-2.1351,9.3357,25.81,1.1387,-0.1612,1.5836,7.59,78.41,0.8171,1396,B,premium,night,south,0
-0.642,,-0.2532,-0.4697,2.8302,86.74,0.7716,-2.0604,0.6333,25.07,50.51,1.6188,2224,A,standard,swing,north,0
-0.8274,-2.1566,0.8525,-1.1341,1.8568,49.41,-2.015,1.0219,,54.54,54.08,-0.6736,7954,A,standard,day,north,0
1.5887,-1.2153,0.4464,-1.1696,0.3856,65.78,0.9453,-0.4971,-0.3617,20.42,73.44,0.4669,5240,C,premium,day,west,0
0.3963,0.3688,-1.6857,-0.028,2.5421,71.78,0.1903,0.278,0.229,13.28,72.5,-0.7484,3945,C,economy,day,west,0
0.7503,0.0646,-1.3171,-0.5047,6.9136,37.61,0.1347,-0.2586,-0.7402,22.59,60.17,-0.1169,8060,D,standard,day,south,0
0.336,-1.611,1.9585,-0.8016,3.3302,47.03,-0.9846,1.7436,-0.2063,27.8,67.16,0.546,3926,C,standard,night,west,0
-0.2087,0.767,-1.8506,0.2188,4.2902,20.27,-0.6093,0.5411,-0.5122,21.24,74.52,0.7603,8903,D,premium,swing,east,0
-0.7171,-0.6283,-1.1849,0.1497,9.2282,42.91,-0.5386,-0.3186,,14.56,76.4,0.0363,5190,D,,night,north,1
-1.6753,-0.1795,,0.8776,6.4394,26.72,-1.2195,-0.121,-0.4003,9.93,75.96,0.0314,8491,C,economy,night,west,0
0.0558,0.4234,-0.5388,-1.9514,1.293,70.82,1.3956,-1.5579,-0.4424,8.8,75.44,0.3402,2039,D,standard,swing,south,0
-0.7499,0.9368,0.1555,-0.0608,0.249,,1.0389,0.2889,0.7114,7.12,60.87,-0.5581,8844,D,standard,swing,south,0
-0.7017,-0.3922,-0.1775,0.2108,9.8157,38.26,-1.4119,-0.7056,-1.407,12.48,67.45,-0.0182,4703,C,economy,day,,0
-1.9453,0.2695,1.6516,0.3169,5.8165,58.32,-0.6788,1.2697,-1.5243,20.97,61.61,-2.1077,8770,D,standard,night,north,0
-0.4124,-0.2252,0.4094,-0.1938,2.0691,64.01,-1.6264,-1.1537,0.3649,3.73,71.66,1.846,5756,A,standard,day,north,0
-0.3861,0.3332,,0.3852,3.2679,38.41,0.8498,-0.3604,0.4699,13.16,74.77,-0.0935,2933,A,economy,night,north,0
-1.1351,3.4589,-0.6895,1.5945,1.4362,68.56,-1.2705,-0.8629,-0.6961,8.71,87.33,-0.6671,9166,B,premium,day,north,1
-0.2233,1.3995,-0.0299,-2.0534,7.3438,,1.0926,-0.085,,55.33,49.57,0.0861,4089,A,economy,swing,north,0
0.4153,0.7065,0.9905,0.005,5.7864,26.02,0.022,-0.6531,1.4482,7.71,71.22,-0.5895,7477,B,standard,day,east,0
0.2424,,0.3724,0.8922,9.0838,39.57,0.6065,-1.5115,1.3303,17.19,68.77,-0.2756,1185,D,standard,day,north,0
1.1731,0.5339,-0.6451,-0.0326,1.3616,52.03,0.8356,1.486,-0.3905,57.77,61.83,0.3821,9928,C,standard,day,west,0
1.0654,-1.1361,0.2924,-0.3618,3.2474,60.99,0.5763,-0.1384,-1.0632,6.75,71.81,-0.7775,9189,B,premium,day,south,0
-0.7629,,-0.161,-0.686,2.9088,69.42,0.7542,1.8249,-1.6228,44.13,67.56,0.4244,3296,A,economy,day,north,0
-0.275,0.5331,-0.718,2.0487,1.3702,14.6,0.3751,0.4571,2.2713,11.06,90.02,-0.7998,2028,D,standard,day,south,1
1.2491,0.2302,-0.6557,-1.113,7.5215,70.43,-1.3409,-0.5175,0.8215,11.89,54.5,-0.7518,6724,D,,day,south,0
0.2331,0.1578,0.3046,2.1507,1.5859,53.52,-0.2259,0.2824,-0.3861,76.07,72.02,-0.4152,6183,A,standard,day,east,0
-0.1009,-1.4119,1.8741,1.6573,4.1016,24.97,0.6679,0.6126,0.4349,36.76,60.54,-2.4187,3519,B,standard,night,,1
-0.0834,1.7226,-1.032,-0.5088,4.9097,47.93,0.1309,1.831,-1.785,25.32,69.94,1.1561,4233,C,economy,night,west,1
0.4681,2.0147,1.4253,1.0523,9.8965,68.26,-1.1199,0.956,1.1091,20.94,67.79,0.8888,1105,A,standard,swing,east,1
-1.5022,-0.2834,-1.1916,-0.2987,1.4044,54.92,0.5472,0.1142,0.4963,26.49,66.05,-0.0108,4784,B,standard,swing,west,0
-0.3742,-0.2824,-2.0231,-1.4421,8.5402,37.38,0.4296,1.0723,0.0509,5.0,61.77,0.2332,1056,C,standard,night,north,0
2.2571,-0.2345,-1.3701,-0.5661,6.8635,62.26,-0.6192,-0.2237,0.0181,30.81,71.26,1.0339,2993,A,standard,day,east,1
-0.2665,0.2004,0.115,1.1424,6.5003,43.79,0.3233,0.677,-0.0978,15.04,62.27,3.105,6534,C,,day,east,0
0.5496,,0.2548,-2.5209,3.6775,83.22,-0.5874,0.7415,-1.1388,27.36,71.41,-0.1236,3246,B,premium,day,east,1
-1.0053,-1.2557,-0.288,-0.3955,0.9302,,-0.0057,-0.1563,2.9466,7.07,64.1,0.5988,9911,A,premium,day,south,0
-0.4054,0.9866,-1.3409,1.0868,0.0888,66.36,-1.1609,-0.8648,-0.3843,59.34,79.72,-0.8276,4854,B,premium,swing,north,0
0.6727,0.4636,-0.0617,0.0549,0.6727,48.92,-0.552,0.3764,0.7541,10.65,74.7,-0.0652,2661,D,premium,day,west,0
-0.2753,2.7317,-0.0814,1.4535,1.0148,72.15,-1.736,-1.0411,-0.5848,21.46,71.55,0.9556,7658,C,standard,night,north,0
1.2872,-0.5999,0.0738,-1.615,3.0152,66.02,1.2475,-1.0085,0.8193,21.84,73.62,-1.6609,7325,C,economy,swing,west,0
0.9576,1.0935,,-1.3664,7.648,2.66,-0.1879,0.743,1.3612,21.08,63.18,-1.3744,2288,A,,day,north,0
1.1768,0.0053,-0.1196,-0.9957,6.9556,36.38,-1.2807,-1.4691,-0.2348,11.56,69.93,-0.9374,5563,C,standard,swing,south,0
1.8178,0.1422,1.8865,0.6366,9.4855,7.95,0.0824,-0.6747,-2.1817,4.34,68.58,0.0895,4990,C,premium,day,east,1
1.203,,1.9457,-0.3581,4.7305,5.49,-0.943,0.7896,-0.976,23.63,71.23,-1.3589,2161,A,standard,day,east,0
2.1026,1.4313,-0.8954,1.7486,9.5764,85.44,-0.9432,0.0377,1.7175,26.56,58.34,-1.4773,3798,D,premium,day,north,0
0.9605,-0.126,-0.2861,0.6231,7.8018,53.76,0.8342,-0.8302,1.1873,33.42,59.45,-0.8657,7441,B,standard,swing,north,1
1.4492,-0.608,0.9586,-0.1534,6.9928,74.08,-2.4467,0.3869,0.6861,11.28,60.92,0.9543,1409,B,standard,swing,west,0
-0.5557,-0.7435,,0.148,9.776,71.79,0.976,1.218,0.2864,25.12,52.57,-0.4255,6609,D,standard,night,south,0
0.8105,1.6663,1.7621,-0.5689,3.2711,29.48,2.2798,-0.1259,,45.51,56.1,-0.7637,5920,B,standard,swing,north,0
-0.3096,2.1195,-1.54,0.1266,4.903,25.29,0.1416,0.1491,0.231,11.52,74.87,0.0703,3104,A,standard,day,north,0
1.0436,-0.7742,-1.7919,-0.0595,6.4453,58.25,0.557,0.4826,0.0615,33.48,63.66,-0.9001,5834,B,premium,swing,east,0
-2.1306,,2.0304,-1.6801,5.7664,67.33,1.4279,0.0775,-1.2063,30.58,62.73,0.232,9504,C,premium,night,east,0
1.0056,2.3223,1.0937,0.6095,5.9583,61.02,-0.5752,1.2018,-1.5316,16.97,68.19,0.8631,2308,C,premium,day,west,1
-0.0814,1.1973,-0.247,-0.0729,1.9085,18.41,0.7011,0.8118,-0.9029,15.73,56.62,0.4572,2988,B,,swing,west,0
0.5261,-1.7342,-0.5026,0.8547,6.5328,71.52,-0.6284,-0.7878,0.6832,22.22,100.92,-0.9189,6427,D,premium,swing,east,0
-2.3998,-0.5568,-0.4537,1.3261,0.2451,,2.8285,0.7161,0.2188,8.79,84.99,0.6855,8293,D,economy,swing,south,1
1.0711,-2.1344,-0.6781,-2.0444,6.8812,42.93,1.3541,1.4797,-0.4618,24.35,59.31,-1.5903,1398,D,economy,swing,north,1
1.1071,0.4211,-0.8571,1.236,8.3139,,0.3821,-1.2292,0.8024,25.46,63.35,1.0673,1226,C,,day,south,0
0.2243,0.7708,-0.0748,-1.4005,8.312,,-0.3085,1.6879,-1.2165,23.11,71.5,-0.1328,7024,D,premium,swing,east,0
0.8327,0.8283,-1.0465,1.3849,8.2475,60.55,0.1412,-0.039,-0.4802,15.37,85.16,-0.0748,7133,A,premium,swing,south,0
-0.7952,0.0242,-0.1102,0.4195,7.8894,59.57,1.62,-0.5595,-1.496,12.94,72.93,-1.2466,9278,A,economy,day,south,0
0.0676,,-1.468,-1.708,6.1689,77.93,0.6954,0.5503,-0.8781,25.95,61.76,0.2427,6548,C,standard,swing,east,0
0.338,1.1482,,-2.0815,6.7521,26.44,1.0856,-1.1083,0.1601,33.93,78.49,1.4553,2269,B,economy,swing,north,0
-0.4883,-1.8155,0.9008,1.9906,8.4074,13.21,-0.2639,0.3579,-3.0085,17.74,76.59,0.5967,3031,A,standard,night,north,0
-0.0287,2.4851,-0.0614,0.1962,4.6564,16.34,-0.3548,0.2154,0.1946,4.84,80.27,-0.3126,6114,C,standard,day,west,1
1.4281,2.2606,-2.0654,-0.1225,4.6037,36.77,-0.205,0.0717,,12.42,63.73,1.6495,6173,A,economy,swing,east,0
-1.7461,1.7278,0.6595,-0.9141,5.4194,69.15,0.2318,0.337,0.7153,8.04,87.78,-0.8064,5265,D,standard,day,south,0
-0.5563,-0.9688,0.1557,-0.7891,0.2312,76.87,0.3662,0.6016,-1.2758,43.07,75.8,0.5618,6936,A,premium,day,west,0
1.9835,-1.2932,-1.7141,-1.3143,2.8422,55.0,0.9647,1.7375,0.4273,14.56,76.81,-0.6,1458,A,standard,day,west,1
-1.5731,0.2001,0.6435,0.5579,3.5723,5.36,1.955,0.0447,-1.1113,11.16,67.05,0.6643,5120,B,standard,night,north,0
0.8567,2.5608,-0.4785,1.1788,4.0659,77.79,-0.1023,0.3362,-0.8374,24.09,80.1,0.0532,2320,C,economy,day,west,0
